Wall time,Step,Value
1511789311.4026515,108125,1.8027281761169434
1511789317.7558465,108150,1.8817979097366333
1511789349.7828395,108275,1.7712944746017456
1511789369.0135133,108350,2.3788669109344482
1511789375.427761,108375,1.874990463256836
1511789394.4299545,108450,1.740415096282959
1511789400.76815,108475,1.7132517099380493
1511789407.3539867,108500,2.452519655227661
1511789432.870981,108600,2.1396279335021973
1511789509.7886708,108900,2.1380414962768555
1511789535.5249002,109000,1.8035485744476318
1511789548.2392056,109050,2.195645809173584
1511789560.9731607,109100,1.7132054567337036
1511789567.4197955,109125,2.0035884380340576
1511789580.75597,109175,1.8322181701660156
1511789619.1305833,109325,1.843231201171875
1511789626.4225736,109350,1.7962570190429688
1511789632.882994,109375,2.512617588043213
1511789639.2001386,109400,2.1480696201324463
1511789645.4631498,109425,1.7459115982055664
1511789683.9596784,109575,1.7810306549072266
1511789696.4611173,109625,2.028352737426758
1511789708.700246,109675,1.7819255590438843
1511789715.043158,109700,1.7851829528808594
1511789734.2137363,109775,1.8549727201461792
1511789740.6496131,109800,1.717113733291626
1511789746.955483,109825,2.140824317932129
1511789753.3828545,109850,1.823751449584961
1511789785.6371758,109975,1.877102017402649
1511789817.3215513,110100,1.9252653121948242
1511789836.4179819,110175,1.86997389793396
1511789843.0495276,110200,2.5938007831573486
1511789881.8310664,110350,2.2146995067596436
1511789933.4155784,110550,1.7040987014770508
1511789952.3414257,110625,1.8749910593032837
1511789958.83263,110650,1.7335779666900635
1511790003.6913517,110825,1.745273470878601
1511790022.726562,110900,1.8630437850952148
1511790035.7058916,110950,1.7378616333007812
1511790080.7395556,111125,1.7267954349517822
1511790087.1033313,111150,1.8577381372451782
1511790106.0691655,111225,1.7366513013839722
1511790112.3969927,111250,2.061835765838623
1511790156.690573,111425,1.688679575920105
1511790169.4799614,111475,1.8355120420455933
1511790182.0155616,111525,1.6993298530578613
1511790188.2572546,111550,1.743329405784607
1511790194.549962,111575,1.9463032484054565
1511790238.9013603,111750,2.0878872871398926
1511790270.4928417,111875,1.9278062582015991
1511790283.0588088,111925,1.8159081935882568
1511790289.6506414,111950,1.7993348836898804
1511790710.0428243,112050,1.7567167282104492
1511790741.4796805,112175,1.5805219411849976
1511790747.7256873,112200,1.6950616836547852
1511790766.949279,112275,1.9131340980529785
1511790804.5831769,112425,1.8293994665145874
1511790810.7677746,112450,1.7351818084716797
1511790823.2117443,112500,1.5455536842346191
1511790841.6894634,112575,1.8479193449020386
1511790854.1425664,112625,1.8904504776000977
1511790860.3641248,112650,2.0438790321350098
1511790872.8583264,112700,1.6896594762802124
1511790885.7778482,112750,1.8927297592163086
1511790892.1136873,112775,2.019346237182617
1511790936.3436563,112950,1.3346707820892334
1511790986.8569908,113150,1.4172905683517456
1511790993.1021674,113175,1.3564246892929077
1511790999.6936104,113200,1.5318843126296997
1511791024.6406026,113300,1.5904208421707153
1511791086.5305314,113550,1.303820252418518
1511791092.8523407,113575,1.1666244268417358
1511791104.4953477,113625,2.179901361465454
1511791129.649039,113725,1.3388710021972656
1511791148.5626013,113800,1.5978387594223022
1511791155.0215425,113825,1.079673171043396
1511791161.339425,113850,1.905856728553772
1511791180.1392744,113925,1.6552070379257202
1511791255.6857064,114225,0.7959010601043701
1511791293.5965443,114375,1.498932957649231
1511791312.3435557,114450,1.0238666534423828
1511791325.162769,114500,1.0347954034805298
1511791331.5943165,114525,1.280832052230835
1511791344.4548426,114575,1.139380693435669
1511791369.8417442,114675,1.3380517959594727
1511791395.4396834,114775,2.086942195892334
1511791408.1136754,114825,0.9098830819129944
1511791439.5460165,114950,1.0932623147964478
1511791521.059272,115275,0.9886417388916016
1511791527.3501976,115300,1.4989607334136963
1511791558.9156647,115425,1.4488444328308105
1511791565.253143,115450,1.1576550006866455
1511791590.5891721,115550,0.947457492351532
1511791596.8530333,115575,1.110916256904602
1511791622.1839318,115675,0.8709133267402649
1511791628.4857376,115700,1.0599387884140015
1511791641.400648,115750,0.6982833743095398
1511791660.426288,115825,1.9303860664367676
1511791692.4817598,115950,1.377296805381775
1511791698.87346,115975,1.4061697721481323
1511791705.6920974,116000,1.576416254043579
1511792137.5316038,116125,0.8527228832244873
1511792143.8497648,116150,1.0573533773422241
1511792150.4556866,116175,1.3173166513442993
1511792169.473841,116250,0.8229496479034424
1511792226.9988723,116475,0.9545714855194092
1511792239.8572834,116525,0.7236421704292297
1511792265.2934122,116625,0.6558206081390381
1511792277.7439978,116675,0.8473712205886841
1511792316.2020423,116825,1.1333287954330444
1511792322.6326904,116850,0.8653570413589478
