Wall time,Step,Value
1512476441.1568835,116125,5.825812816619873
1512476523.2804713,116450,5.428558349609375
1512476559.5713003,116600,5.3689751625061035
1512476656.7426536,117000,4.671642780303955
1512476668.9834518,117050,4.991090774536133
1512476687.8427763,117125,5.265163898468018
1512476740.87505,117325,5.191999435424805
1512476759.2368217,117400,4.690323829650879
1512476850.349688,117775,4.916319370269775
1512476868.529427,117850,5.20131254196167
1512476990.5313303,118350,5.0421271324157715
1512477039.0165808,118550,4.390707015991211
1512477063.7732394,118650,4.863055229187012
1512477186.5723233,119150,4.770751476287842
1512477265.7002392,119475,5.041316509246826
1512477333.8640697,119750,4.662959575653076
1512477364.8178487,119875,4.5480637550354
1512477382.8254404,119950,4.802705764770508
1512477736.5426,120175,4.43754768371582
1512477803.9639049,120450,4.645317554473877
1512477833.8469121,120575,4.760157108306885
1512477846.2931764,120625,4.673740386962891
1512477852.2763515,120650,4.897731781005859
1512477876.9530697,120750,4.6960859298706055
1512477925.4491944,120950,4.8253021240234375
1512477980.0761354,121175,4.579014778137207
1512478010.4022949,121300,3.9375827312469482
1512478076.8597672,121575,4.499890327453613
1512478113.2109094,121725,4.526280879974365
1512478143.2221656,121850,4.632208824157715
1512478234.9850135,122225,4.625436782836914
1512478271.763752,122375,4.384065628051758
1512478302.7100244,122500,4.599872589111328
1512478345.3923664,122675,4.546450614929199
1512478370.115212,122775,4.361848831176758
1512478382.1179793,122825,4.5010986328125
1512478498.4781387,123300,4.5673933029174805
1512478528.421341,123425,4.532846927642822
1512478564.967482,123575,4.554996013641357
1512478595.8074896,123700,4.404263973236084
1512478607.7294278,123750,4.269637107849121
1512478656.0329263,123950,4.552161693572998
1512479023.7541254,124250,4.740785598754883
1512479078.4991937,124475,4.9751667976379395
1512479127.4807875,124675,4.66957950592041
1512479226.1299486,125075,4.472931861877441
1512479251.6746716,125175,4.756276607513428
1512479313.0346212,125425,4.5699381828308105
1512479583.8855772,126525,4.724974155426025
1512479590.0845087,126550,4.668394565582275
1512479695.38265,126975,4.516600608825684
1512479707.4665902,127025,4.266197681427002
1512479713.563058,127050,4.991204261779785
1512479732.3049276,127125,4.266600131988525
1512479825.0217214,127500,4.605821132659912
1512479843.9742248,127575,4.755431652069092
1512479850.143989,127600,4.375553131103516
1512479912.3603601,127850,4.587547302246094
1512480316.0680304,128275,4.462391376495361
1512480328.3137915,128325,4.838939666748047
1512480457.571864,128850,4.3293046951293945
1512480475.7089524,128925,4.588799476623535
1512480525.1805732,129125,4.7094526290893555
1512480562.336038,129275,4.5498552322387695
1512480574.580717,129325,4.733829021453857
1512480593.1908972,129400,4.551387786865234
1512480629.6246505,129550,4.560876369476318
1512480660.7393394,129675,4.265158176422119
1512480722.4826071,129925,4.450661659240723
1512480759.8138447,130075,4.402215003967285
1512480821.454466,130325,4.23845100402832
1512480857.947917,130475,4.548559188842773
1512480870.8855708,130525,4.25020170211792
1512480901.5332458,130650,4.771411895751953
1512480907.5314395,130675,4.7805609703063965
1512481000.470213,131050,4.437889099121094
1512481111.1331024,131500,4.363179683685303
1512481123.5826766,131550,4.729593276977539
1512481197.293819,131850,4.3792724609375
1512481537.48889,132025,4.589233875274658
1512481543.0702624,132050,4.440366744995117
1512481555.3795776,132100,4.686793327331543
1512481574.1547518,132175,4.5458269119262695
1512481586.6314402,132225,4.464104175567627
1512481660.2953696,132525,4.559330463409424
1512481679.0310736,132600,4.775522232055664
1512481703.8748353,132700,4.846982002258301
1512481722.5962143,132775,4.465762138366699
1512481741.5051024,132850,4.357848167419434
1512481765.8995261,132950,4.563399791717529
1512481796.767909,133075,4.885279655456543
1512481827.6378672,133200,4.777177810668945
1512481988.3993337,133850,4.493358135223389
1512482012.4059684,133950,4.528749465942383
