Wall time,Step,Value
1511379241.833546,4000,0.447085976600647
1511380206.49773,8000,0.6282060146331787
1511381167.701578,12000,0.6998938918113708
1511382136.417464,16000,0.7137789130210876
1511383105.582592,20000,0.7270874977111816
1511384061.5322812,24000,0.7476530075073242
1511385021.5477285,28000,0.7731465101242065
1511385982.003826,32000,0.7926269173622131
1511386955.7078562,36000,0.8049920797348022
1511387914.4006755,40000,0.8195440769195557
1511388871.0361555,44000,0.8204905986785889
1511389822.5936894,48000,0.8087098002433777
1511390774.0129626,52000,0.8259055614471436
1511391736.4384933,56000,0.8267415761947632
1511392713.0795767,60000,0.8224421143531799
1511393666.5291584,64000,0.8344206213951111
1511394636.6042233,68000,0.832500696182251
1511395592.815336,72000,0.8562467098236084
1511396543.8800685,76000,0.8650931119918823
1511397506.4544213,80000,0.8636423945426941
1511398437.3484232,84000,0.8737030625343323
1511399396.6248293,88000,0.8722183108329773
1511400344.3583786,92000,0.8859230875968933
1511401313.7482905,96000,0.8905358910560608
1511402262.4553866,100000,0.8832544088363647
1511403237.056727,104000,0.8839298486709595
1511404192.2809482,108000,0.8842676281929016
1511405155.4030964,112000,0.885138988494873
1511406106.0211053,116000,0.8855527639389038
1511407059.2796273,120000,0.8881781697273254
1511408023.7816248,124000,0.8885643482208252
1511408965.1891232,128000,0.8881758451461792
1511409926.7931106,132000,0.8884347081184387
1511410887.4145122,136000,0.8882250785827637
1511411839.6659737,140000,0.8881479501724243
1511412792.5032172,144000,0.8881456851959229
1511413732.3560092,148000,0.8881475329399109
1511414663.624105,152000,0.8881456851959229
1511415618.4281213,156000,0.8881456851959229
1511416573.289642,160000,0.8881456851959229
1511417529.4681473,164000,0.8881456851959229
1511418486.1800091,168000,0.8881456851959229
1511419453.937257,172000,0.8881456851959229
