Wall time,Step,Value
1511378248.913428,150,0.07110398262739182
1511378309.7768116,475,0.03628872334957123
1511378337.9580193,625,0.04301537200808525
1511378411.6302125,1025,0.04396585747599602
1511378420.905341,1075,0.038225241005420685
1511378434.9464338,1150,0.03797485679388046
1511378472.0588157,1350,0.033704470843076706
1511378486.1921847,1425,0.04391404986381531
1511378556.2165241,1800,0.0329706072807312
1511378569.3984222,1875,0.03700261935591698
1511378660.3564656,2375,0.03662451356649399
1511378694.782539,2575,0.0435418039560318
1511378713.0307674,2675,0.03603377565741539
1511378804.6053712,3175,0.042570486664772034
1511378865.1216433,3500,0.03629269078373909
1511378914.7728343,3775,0.04623602330684662
1511378938.0962212,3900,0.03480762988328934
1511378951.7132127,3975,0.034699901938438416
1511379280.6172268,4200,0.04056737199425697
1511379330.0582876,4475,0.03396499529480934
1511379353.2981672,4600,0.04071112349629402
1511379362.6278934,4650,0.038287244737148285
1511379367.335803,4675,0.034619223326444626
1511379386.0881445,4775,0.03819964453577995
1511379421.2109392,4975,0.03938072547316551
1511379461.4353004,5200,0.03705774247646332
1511379481.936223,5325,0.03525789454579353
1511379529.8673651,5600,0.0334833525121212
1511379556.4854505,5750,0.036193132400512695
1511379578.329287,5875,0.03952835500240326
1511379646.0683022,6250,0.03337562084197998
1511379673.1546645,6400,0.03233133628964424
1511379696.1594875,6525,0.035374101251363754
1511379728.0564606,6700,0.03494825214147568
1511379746.544915,6800,0.03643102943897247
1511379755.8322477,6850,0.047534242272377014
1511379841.0629265,7325,0.05649961158633232
1511379864.3659813,7450,0.034502893686294556
1511379889.9470134,7600,0.03194355219602585
1511379911.298764,7725,0.03933599963784218
1511379920.5643733,7775,0.034264810383319855
1511379957.6781,7975,0.036569561809301376
1511380258.1699593,8275,0.03674650564789772
1511380299.3925543,8500,0.0334094800055027
1511380328.7906446,8700,0.03754039853811264
1511380402.1619816,9100,0.03510432690382004
1511380419.931353,9200,0.03286818414926529
1511380465.6863563,9450,0.03690769523382187
1511380664.8706057,10550,0.03224446251988411
1511380669.2536056,10575,0.03654244914650917
1511380746.8204963,11000,0.04044780507683754
1511380756.2485209,11050,0.03295653313398361
1511380760.8179314,11075,0.03256058692932129
1511380774.43999,11150,0.03144516050815582
1511380838.3218288,11525,0.040149252861738205
1511380850.6126118,11600,0.034611236304044724
1511380855.024989,11625,0.032126534730196
1511380900.4856024,11875,0.03421984985470772
1511381223.4438708,12300,0.03316478803753853
1511381232.8334215,12350,0.03190327435731888
1511381324.7225103,12875,0.030667537823319435
1511381338.4523945,12950,0.03394617512822151
1511381373.748703,13150,0.03194431960582733
1511381397.6072912,13300,0.03628954663872719
1511381406.9198642,13350,0.03457349166274071
1511381421.1777039,13425,0.030265163630247116
1511381449.127635,13575,0.038028787821531296
1511381472.403859,13700,0.042552027851343155
1511381519.0909357,13950,0.037534262984991074
1511381547.2381322,14100,0.03236434608697891
1511381592.142067,14350,0.034005530178546906
1511381619.5674706,14500,0.027600320056080818
1511381628.781447,14550,0.03244934231042862
1511381652.3104496,14675,0.031840186566114426
1511381656.954371,14700,0.03139176592230797
1511381726.736693,15075,0.03154470771551132
1511381810.1576314,15525,0.03608138859272003
